Move_ID,Name,Stage,Layer,Repeat,Clip,Clip_Name,Role,g,p,Authored_d,Onset_Ms,Expected_d,Hit_Before,Delta_Before,Delta_After
M-CORALHYDRA-1,Ninefold Fury,2,1,1,AFX-143,Impact Punch heavy 001,main,0.7,-6,0,26.9,0,26.9,26.9,0.0
M-CORALHYDRA-1,Ninefold Fury,2,1,2,AFX-143,Impact Punch heavy 001,loud,0.7,-6,100,26.9,90,126.9,36.9,10.0
M-CORALHYDRA-1,Ninefold Fury,2,2,1,AFX-703,Splash 09,loud,0.55,-3,180,14.3,180,194.3,14.3,0.0
M-CORALHYDRA-1,Ninefold Fury,3,1,1,AFX-143,Impact Punch heavy 001,main,0.7,-6,0,26.9,0,26.9,26.9,0.0
M-CORALHYDRA-1,Ninefold Fury,3,1,2,AFX-143,Impact Punch heavy 001,loud,0.7,-6,100,26.9,90,126.9,36.9,10.0
M-CORALHYDRA-1,Ninefold Fury,3,2,1,AFX-703,Splash 09,loud,0.55,-3,180,14.3,180,194.3,14.3,0.0
M-CORALHYDRA-1,Ninefold Fury,3,3,1,AFX-526,Low Frequency explosion 001,quiet,0.5,-5,250,92.1,200,342.1,142.1,50.0
M-CORALHYDRA-2,Triple Maul,1,1,1,AFX-149,Impact Punch medium 002,main,0.7,-3,0,27.4,0,27.4,27.4,0.0
M-CORALHYDRA-2,Triple Maul,1,1,2,AFX-149,Impact Punch medium 002,loud,0.7,-3,110,27.4,90,137.4,47.4,20.0
M-CORALHYDRA-2,Triple Maul,1,1,3,AFX-149,Impact Punch medium 002,loud,0.7,-3,220,27.4,90,247.4,157.4,130.0
M-CORALHYDRA-2,Triple Maul,2,1,1,AFX-149,Impact Punch medium 002,main,0.7,-3,0,27.4,0,27.4,27.4,0.0
M-CORALHYDRA-2,Triple Maul,2,1,2,AFX-149,Impact Punch medium 002,loud,0.7,-3,110,27.4,90,137.4,47.4,20.0
M-CORALHYDRA-2,Triple Maul,2,1,3,AFX-149,Impact Punch medium 002,loud,0.7,-3,220,27.4,180,247.4,67.4,40.0
M-CORALHYDRA-2,Triple Maul,2,2,1,AFX-696,Splash 02,loud,0.6,-4,200,40.3,180,240.3,60.3,20.0
M-CORALHYDRA-2,Triple Maul,3,1,1,AFX-149,Impact Punch medium 002,main,0.7,-3,0,27.4,0,27.4,27.4,0.0
M-CORALHYDRA-2,Triple Maul,3,1,2,AFX-149,Impact Punch medium 002,loud,0.7,-3,110,27.4,90,137.4,47.4,20.0
M-CORALHYDRA-2,Triple Maul,3,1,3,AFX-149,Impact Punch medium 002,loud,0.7,-3,220,27.4,180,247.4,67.4,40.0
M-CORALHYDRA-2,Triple Maul,3,2,1,AFX-696,Splash 02,loud,0.6,-4,200,40.3,180,240.3,60.3,20.0
M-CORALHYDRA-2,Triple Maul,3,3,1,AFX-704,Splash 10,loud,0.6,-3,340,30.9,320,370.9,50.9,20.0
M-CORALHYDRA-3,Coral Rake,1,1,1,AFX-165,Impact Tin medium 003,main,0.6,-3,0,0.0,0,0.0,0.0,0.0
M-CORALHYDRA-3,Coral Rake,1,1,2,AFX-165,Impact Tin medium 003,loud,0.6,-3,70,0.0,0,70.0,70.0,70.0
M-CORALHYDRA-3,Coral Rake,1,1,3,AFX-165,Impact Tin medium 003,loud,0.6,-3,140,0.0,0,140.0,140.0,140.0
M-CORALHYDRA-3,Coral Rake,2,1,1,AFX-165,Impact Tin medium 003,main,0.6,-3,0,0.0,0,0.0,0.0,0.0
M-CORALHYDRA-3,Coral Rake,2,1,2,AFX-165,Impact Tin medium 003,loud,0.6,-3,70,0.0,0,70.0,70.0,70.0
M-CORALHYDRA-3,Coral Rake,2,1,3,AFX-165,Impact Tin medium 003,loud,0.6,-3,140,0.0,150,140.0,-10.0,-10.0
M-CORALHYDRA-3,Coral Rake,2,2,1,AFX-805,Ledas Luzta 5,quiet,0.5,-3,160,120.1,150,280.1,130.1,10.0
M-CORALHYDRA-3,Coral Rake,2,3,1,AFX-724,Bfh 1 rock falling 02,loud,0.55,-3,280,8.3,150,288.3,138.3,130.0
M-CORALHYDRA-3,Coral Rake,3,1,1,AFX-165,Impact Tin medium 003,main,0.6,-3,0,0.0,0,0.0,0.0,0.0
M-CORALHYDRA-3,Coral Rake,3,1,2,AFX-165,Impact Tin medium 003,loud,0.6,-3,70,0.0,0,70.0,70.0,70.0
M-CORALHYDRA-3,Coral Rake,3,1,3,AFX-165,Impact Tin medium 003,loud,0.6,-3,140,0.0,160,140.0,-20.0,-20.0
M-CORALHYDRA-3,Coral Rake,3,2,1,AFX-805,Ledas Luzta 5,quiet,0.5,-3,160,120.1,160,280.1,120.1,0.0
M-CORALHYDRA-3,Coral Rake,3,3,1,AFX-724,Bfh 1 rock falling 02,loud,0.55,-3,280,8.3,300,288.3,-11.7,-20.0
M-CORALHYDRA-3,Coral Rake,3,4,1,AFX-429,Low Down,quiet,0.5,-2,360,157.1,300,517.1,217.1,60.0
M-CORALHYDRA-4,Regrow Head,1,1,1,AFX-678,Slime 08,main,0.7,-5,0,101.4,0,101.4,101.4,0.0
M-CORALHYDRA-4,Regrow Head,2,1,1,AFX-678,Slime 08,main,0.7,-5,0,101.4,0,101.4,101.4,0.0
M-CORALHYDRA-4,Regrow Head,2,2,1,AFX-509,Impact Metal 004,quiet,0.45,-4,120,0.0,160,120.0,-40.0,-40.0
M-CORALHYDRA-4,Regrow Head,2,3,1,AFX-451,Phaser Up 7,quiet,0.5,-5,240,82.8,160,322.8,162.8,80.0
M-CORALHYDRA-4,Regrow Head,3,1,1,AFX-678,Slime 08,main,0.7,-5,0,101.4,0,101.4,101.4,0.0
M-CORALHYDRA-4,Regrow Head,3,2,1,AFX-509,Impact Metal 004,quiet,0.45,-4,120,0.0,160,120.0,-40.0,-40.0
M-CORALHYDRA-4,Regrow Head,3,3,1,AFX-451,Phaser Up 7,quiet,0.5,-5,240,82.8,160,322.8,162.8,80.0
M-CORALHYDRA-4,Regrow Head,3,4,1,AFX-612,Burble 01,quiet,0.5,-3,420,155.8,400,575.8,175.8,20.0
M-DAGON-1,The Sea Remembers,1,1,1,AFX-156,Impact Soft heavy 004,main,0.7,-6,0,1.4,0,1.4,1.4,0.0
M-DAGON-1,The Sea Remembers,2,1,1,AFX-156,Impact Soft heavy 004,main,0.7,-6,0,1.4,0,1.4,1.4,0.0
M-DAGON-1,The Sea Remembers,2,2,1,AFX-698,Splash 04,loud,0.6,-1,90,25.4,150,115.4,-34.6,-60.0
M-DAGON-1,The Sea Remembers,3,1,1,AFX-156,Impact Soft heavy 004,main,0.7,-6,0,1.4,0,1.4,1.4,0.0
M-DAGON-1,The Sea Remembers,3,2,1,AFX-698,Splash 04,loud,0.6,-3,90,28.5,170,118.5,-51.5,-80.0
M-DAGON-1,The Sea Remembers,3,3,1,AFX-526,Low Frequency explosion 001,quiet,0.5,-5,250,92.1,320,342.1,22.1,-70.0
M-DAGON-2,Tide of Ruin,1,1,1,AFX-429,Low Down,main,0.9,-2,0,157.1,0,157.1,157.1,0.0
M-DAGON-2,Tide of Ruin,2,1,1,AFX-429,Low Down,main,0.9,-2,0,157.1,0,157.1,157.1,0.0
M-DAGON-2,Tide of Ruin,2,2,1,AFX-495,Explosion Crunch 000,loud,0.55,-1,160,0.0,150,160.0,10.0,10.0
M-DAGON-2,Tide of Ruin,3,1,1,AFX-429,Low Down,main,0.9,-2,0,157.1,0,157.1,157.1,0.0
M-DAGON-2,Tide of Ruin,3,2,1,AFX-495,Explosion Crunch 000,loud,0.55,-1,160,0.0,170,160.0,-10.0,-10.0
M-DAGON-2,Tide of Ruin,3,3,1,AFX-431,Low Three Tone,quiet,0.5,-2,300,113.4,340,413.4,73.4,-40.0
M-DAGON-2,Tide of Ruin,3,4,1,AFX-526,Low Frequency explosion 001,loud,0.55,-3,360,82.1,340,442.1,102.1,20.0
M-DAGON-3,Abyssal Crush,1,1,1,AFX-144,Impact Punch heavy 002,main,0.7,-3,0,20.2,0,20.2,20.2,0.0
M-DAGON-3,Abyssal Crush,2,1,1,AFX-144,Impact Punch heavy 002,main,0.7,-3,0,20.2,0,20.2,20.2,0.0
M-DAGON-3,Abyssal Crush,2,2,1,AFX-505,Impact Metal 000,quiet,0.5,-3,160,0.0,150,160.0,10.0,10.0
M-DAGON-3,Abyssal Crush,3,1,1,AFX-144,Impact Punch heavy 002,main,0.7,-3,0,20.2,0,20.2,20.2,0.0
M-DAGON-3,Abyssal Crush,3,2,1,AFX-505,Impact Metal 000,quiet,0.5,-3,160,0.0,160,160.0,0.0,0.0
M-DAGON-3,Abyssal Crush,3,3,1,AFX-526,Low Frequency explosion 001,quiet,0.5,-3,320,82.1,320,402.1,82.1,0.0
M-DAGON-4,Drowned Court,1,1,1,AFX-469,Three Tone 1,main,0.8,-1,0,92.2,0,92.2,92.2,0.0
M-DAGON-4,Drowned Court,2,1,1,AFX-469,Three Tone 1,main,0.8,-1,0,92.2,0,92.2,92.2,0.0
M-DAGON-4,Drowned Court,2,2,1,AFX-506,Impact Metal 001,quiet,0.45,-2,100,0.0,160,100.0,-60.0,-60.0
M-DAGON-4,Drowned Court,2,3,1,AFX-680,Bubble 01,quiet,0.45,-2,260,69.6,160,329.6,169.6,100.0
M-DAGON-4,Drowned Court,3,1,1,AFX-469,Three Tone 1,main,0.8,-1,0,92.2,0,92.2,92.2,0.0
M-DAGON-4,Drowned Court,3,2,1,AFX-506,Impact Metal 001,quiet,0.45,-2,100,0.0,160,100.0,-60.0,-60.0
M-DAGON-4,Drowned Court,3,3,1,AFX-680,Bubble 01,quiet,0.45,-2,260,69.6,160,329.6,169.6,100.0
M-DAGON-4,Drowned Court,3,4,1,AFX-840,Qubodup Ghost Moan 03 (cut 1.4s of 5.7s),quiet,0.5,3,420,38.7,420,458.7,38.7,0.0
M-VOIDSIPHON-1,Event Horizon,1,1,1,AFX-442,Phaser Down 1,main,0.8,-2,0,132.5,0,132.5,132.5,0.0
M-VOIDSIPHON-1,Event Horizon,2,1,1,AFX-442,Phaser Down 1,main,0.8,-2,0,132.5,0,132.5,132.5,0.0
M-VOIDSIPHON-1,Event Horizon,2,2,1,AFX-153,Impact Soft heavy 001,quiet,0.5,-3,150,1.2,150,151.2,1.2,0.0
M-VOIDSIPHON-1,Event Horizon,3,1,1,AFX-442,Phaser Down 1,main,0.8,-2,0,132.5,0,132.5,132.5,0.0
M-VOIDSIPHON-1,Event Horizon,3,2,1,AFX-153,Impact Soft heavy 001,quiet,0.5,-3,150,1.2,170,151.2,-18.8,-20.0
M-VOIDSIPHON-1,Event Horizon,3,3,1,AFX-526,Low Frequency explosion 001,quiet,0.5,-3,300,82.1,320,382.1,62.1,-20.0
M-VOIDSIPHON-2,Ink Jet,1,1,1,AFX-694,Slime 10,main,0.6,-4,0,128.5,0,128.5,128.5,0.0
M-VOIDSIPHON-2,Ink Jet,2,1,1,AFX-694,Slime 10,main,0.6,-4,0,128.5,0,128.5,128.5,0.0
M-VOIDSIPHON-2,Ink Jet,2,2,1,AFX-158,Impact Soft medium 001,quiet,0.45,-1,120,1.1,150,121.1,-28.9,-30.0
M-VOIDSIPHON-2,Ink Jet,3,1,1,AFX-694,Slime 10,main,0.6,-4,0,128.5,0,128.5,128.5,0.0
M-VOIDSIPHON-2,Ink Jet,3,2,1,AFX-158,Impact Soft medium 001,quiet,0.45,-1,120,1.1,170,121.1,-48.9,-50.0
M-VOIDSIPHON-2,Ink Jet,3,3,1,AFX-703,Splash 09,quiet,0.5,-2,260,13.5,320,273.5,-46.5,-60.0
M-VOIDSIPHON-3,Swallowing Ink,1,1,1,AFX-418,High Down,main,0.85,-2,0,107.8,0,107.8,107.8,0.0
M-VOIDSIPHON-3,Swallowing Ink,1,2,1,AFX-687,Slime 03,quiet,0.45,-4,140,204.1,0,344.1,344.1,140.0
M-VOIDSIPHON-3,Swallowing Ink,2,1,1,AFX-418,High Down,main,0.85,-2,0,107.8,0,107.8,107.8,0.0
M-VOIDSIPHON-3,Swallowing Ink,2,2,1,AFX-687,Slime 03,quiet,0.45,-5,140,216.2,160,356.2,196.2,-20.0
M-VOIDSIPHON-3,Swallowing Ink,2,3,1,AFX-430,Low Random,loud,0.55,-4,280,121.0,160,401.0,241.0,120.0
M-VOIDSIPHON-3,Swallowing Ink,3,1,1,AFX-418,High Down,main,0.85,-2,0,107.8,0,107.8,107.8,0.0
M-VOIDSIPHON-3,Swallowing Ink,3,2,1,AFX-687,Slime 03,quiet,0.45,-5,140,216.2,180,356.2,176.2,-40.0
M-VOIDSIPHON-3,Swallowing Ink,3,3,1,AFX-430,Low Random,loud,0.55,-4,280,121.0,340,401.0,61.0,-60.0
M-VOIDSIPHON-3,Swallowing Ink,3,4,1,AFX-501,Force Field 001,quiet,0.5,-2,340,41.5,340,381.5,41.5,0.0
M-VOIDSIPHON-4,Blink Home,1,1,1,AFX-437,Phase Jump 1,main,0.8,-5,0,162.9,0,162.9,162.9,0.0
M-VOIDSIPHON-4,Blink Home,2,1,1,AFX-437,Phase Jump 1,main,0.8,-5,0,162.9,0,162.9,162.9,0.0
M-VOIDSIPHON-4,Blink Home,2,2,1,AFX-681,Bubble 02,quiet,0.45,-3,120,77.3,160,197.3,37.3,-40.0
M-VOIDSIPHON-4,Blink Home,2,3,1,AFX-439,Phase Jump 3,quiet,0.5,-5,280,94.8,160,374.8,214.8,120.0
M-VOIDSIPHON-4,Blink Home,3,1,1,AFX-437,Phase Jump 1,main,0.8,-5,0,162.9,0,162.9,162.9,0.0
M-VOIDSIPHON-4,Blink Home,3,2,1,AFX-681,Bubble 02,quiet,0.45,-3,120,77.3,160,197.3,37.3,-40.0
M-VOIDSIPHON-4,Blink Home,3,3,1,AFX-439,Phase Jump 3,quiet,0.5,-5,280,94.8,160,374.8,214.8,120.0
M-VOIDSIPHON-4,Blink Home,3,4,1,AFX-698,Splash 04,loud,0.55,-3,380,28.5,400,408.5,8.5,-20.0
M-DUSKSCALE-1,Twilight Maw,1,1,1,AFX-145,Impact Punch heavy 003,main,0.7,-6,0,24.0,0,24.0,24.0,0.0
M-DUSKSCALE-1,Twilight Maw,2,1,1,AFX-145,Impact Punch heavy 003,main,0.7,-6,0,24.0,0,24.0,24.0,0.0
M-DUSKSCALE-1,Twilight Maw,2,2,1,AFX-810,Deep Break 2,loud,0.55,-3,170,104.7,160,274.7,114.7,10.0
M-DUSKSCALE-1,Twilight Maw,3,1,1,AFX-145,Impact Punch heavy 003,main,0.7,-6,0,24.0,0,24.0,24.0,0.0
M-DUSKSCALE-1,Twilight Maw,3,2,1,AFX-810,Deep Break 2,loud,0.55,-3,170,104.7,160,274.7,114.7,10.0
M-DUSKSCALE-1,Twilight Maw,3,3,1,AFX-526,Low Frequency explosion 001,quiet,0.5,-5,240,92.1,300,332.1,32.1,-60.0
M-DUSKSCALE-2,Basking Fury,1,1,1,AFX-150,Impact Punch medium 003,main,0.7,-3,0,23.8,0,23.8,23.8,0.0
M-DUSKSCALE-2,Basking Fury,2,1,1,AFX-150,Impact Punch medium 003,main,0.7,-3,0,23.8,0,23.8,23.8,0.0
M-DUSKSCALE-2,Basking Fury,2,2,1,AFX-037,Footstep 06,quiet,0.4,-3,160,5.9,120,165.9,45.9,40.0
M-DUSKSCALE-2,Basking Fury,2,2,2,AFX-037,Footstep 06,quiet,0.4,-3,260,5.9,200,265.9,65.9,60.0
M-DUSKSCALE-2,Basking Fury,3,1,1,AFX-150,Impact Punch medium 003,main,0.7,-3,0,23.8,0,23.8,23.8,0.0
M-DUSKSCALE-2,Basking Fury,3,2,1,AFX-037,Footstep 06,quiet,0.4,-3,160,5.9,120,165.9,45.9,40.0
M-DUSKSCALE-2,Basking Fury,3,2,2,AFX-037,Footstep 06,quiet,0.4,-3,260,5.9,280,265.9,-14.1,-20.0
M-DUSKSCALE-2,Basking Fury,3,3,1,AFX-495,Explosion Crunch 000,quiet,0.5,-4,300,0.0,280,300.0,20.0,20.0
M-DUSKSCALE-3,Tail Sweep,1,1,1,AFX-013,Cloth 2,main,1.0,-4,0,132.3,0,132.3,132.3,0.0
M-DUSKSCALE-3,Tail Sweep,1,2,1,AFX-148,Impact Punch medium 001,loud,0.6,-3,170,20.2,0,190.2,190.2,170.0
M-DUSKSCALE-3,Tail Sweep,2,1,1,AFX-013,Cloth 2,main,1.0,-4,0,132.3,0,132.3,132.3,0.0
M-DUSKSCALE-3,Tail Sweep,2,2,1,AFX-148,Impact Punch medium 001,loud,0.65,-3,170,20.2,150,190.2,40.2,20.0
M-DUSKSCALE-3,Tail Sweep,2,3,1,AFX-851,Sand spell,quiet,0.5,5,300,62.2,150,362.2,212.2,150.0
M-DUSKSCALE-3,Tail Sweep,3,1,1,AFX-013,Cloth 2,main,1.0,-5,0,140.2,0,140.2,140.2,0.0
M-DUSKSCALE-3,Tail Sweep,3,2,1,AFX-148,Impact Punch medium 001,loud,0.7,-4,170,21.4,150,191.4,41.4,20.0
M-DUSKSCALE-3,Tail Sweep,3,3,1,AFX-851,Sand spell,loud,0.55,-1,300,87.9,320,387.9,67.9,-20.0
M-DUSKSCALE-3,Tail Sweep,3,4,1,AFX-843,Gravel,quiet,0.45,-4,460,76.9,320,536.9,216.9,140.0
M-DUSKSCALE-4,Duskshift,1,1,1,AFX-015,Cloth 4,main,0.8,-5,0,41.4,0,41.4,41.4,0.0
M-DUSKSCALE-4,Duskshift,2,1,1,AFX-015,Cloth 4,main,0.8,-5,0,41.4,0,41.4,41.4,0.0
M-DUSKSCALE-4,Duskshift,2,2,1,AFX-503,Force Field 003,quiet,0.45,-2,100,43.8,140,143.8,3.8,-40.0
M-DUSKSCALE-4,Duskshift,2,3,1,AFX-778,Gong 02,quiet,0.5,3,150,16.8,140,166.8,26.8,10.0
M-DUSKSCALE-4,Duskshift,3,1,1,AFX-015,Cloth 4,main,0.85,-5,0,41.4,0,41.4,41.4,0.0
M-DUSKSCALE-4,Duskshift,3,2,1,AFX-778,Gong 02,quiet,0.5,-3,150,23.8,140,173.8,33.8,10.0
M-DUSKSCALE-4,Duskshift,3,3,1,AFX-503,Force Field 003,quiet,0.5,-4,200,49.1,140,249.1,109.1,60.0
M-DUSKSCALE-4,Duskshift,3,4,1,AFX-429,Low Down,quiet,0.45,-4,420,176.4,140,596.4,456.4,280.0
M-SANDSKITTER-1,Requiem Shriek,1,1,1,AFX-430,Low Random,main,0.8,-2,0,107.8,0,107.8,107.8,0.0
M-SANDSKITTER-1,Requiem Shriek,2,1,1,AFX-430,Low Random,main,0.8,-2,0,107.8,0,107.8,107.8,0.0
M-SANDSKITTER-1,Requiem Shriek,2,2,1,AFX-840,Qubodup Ghost Moan 03 (cut 1.4s of 5.7s),quiet,0.5,5,130,34.5,200,164.5,-35.5,-70.0
M-SANDSKITTER-1,Requiem Shriek,3,1,1,AFX-430,Low Random,main,0.8,-2,0,107.8,0,107.8,107.8,0.0
M-SANDSKITTER-1,Requiem Shriek,3,2,1,AFX-840,Qubodup Ghost Moan 03 (cut 1.4s of 5.7s),loud,0.55,0,170,46.0,200,216.0,16.0,-30.0
M-SANDSKITTER-1,Requiem Shriek,3,3,1,AFX-526,Low Frequency explosion 001,quiet,0.5,-3,320,82.1,300,402.1,102.1,20.0
M-SANDSKITTER-2,Wailing Touch,1,1,1,AFX-160,Impact Soft medium 003,main,0.7,-1,0,1.1,0,1.1,1.1,0.0
M-SANDSKITTER-2,Wailing Touch,2,1,1,AFX-160,Impact Soft medium 003,main,0.7,-1,0,1.1,0,1.1,1.1,0.0
M-SANDSKITTER-2,Wailing Touch,2,2,1,AFX-443,Phaser Down 2,quiet,0.45,-2,150,65.1,200,215.1,15.1,-50.0
M-SANDSKITTER-2,Wailing Touch,3,1,1,AFX-160,Impact Soft medium 003,main,0.7,-1,0,1.1,0,1.1,1.1,0.0
M-SANDSKITTER-2,Wailing Touch,3,2,1,AFX-443,Phaser Down 2,quiet,0.45,-2,150,65.1,200,215.1,15.1,-50.0
M-SANDSKITTER-2,Wailing Touch,3,3,1,AFX-429,Low Down,quiet,0.45,-4,260,176.4,220,436.4,216.4,40.0
M-SANDSKITTER-3,Keening,1,1,1,AFX-840,Qubodup Ghost Moan 03 (cut 1.4s of 5.7s),main,0.7,8,0,29.0,0,29.0,29.0,0.0
M-SANDSKITTER-3,Keening,2,1,1,AFX-840,Qubodup Ghost Moan 03 (cut 1.4s of 5.7s),main,0.7,3,0,38.7,0,38.7,38.7,0.0
M-SANDSKITTER-3,Keening,2,2,1,AFX-018,Creak 1,quiet,0.5,-4,200,226.8,140,426.8,286.8,60.0
M-SANDSKITTER-3,Keening,3,1,1,AFX-840,Qubodup Ghost Moan 03 (cut 1.4s of 5.7s),main,0.7,-1,0,48.7,0,48.7,48.7,0.0
M-SANDSKITTER-3,Keening,3,2,1,AFX-018,Creak 1,quiet,0.5,-4,200,226.8,200,426.8,226.8,0.0
M-SANDSKITTER-3,Keening,3,3,1,AFX-431,Low Three Tone,quiet,0.5,-2,300,113.4,200,413.4,213.4,100.0
M-SANDSKITTER-4,Death Omen,1,1,1,AFX-429,Low Down,main,0.8,-2,0,157.1,0,157.1,157.1,0.0
M-SANDSKITTER-4,Death Omen,2,1,1,AFX-429,Low Down,main,0.8,-2,0,157.1,0,157.1,157.1,0.0
M-SANDSKITTER-4,Death Omen,2,2,1,AFX-020,Creak 3,quiet,0.4,-3,180,91.6,200,271.6,71.6,-20.0
M-SANDSKITTER-4,Death Omen,3,1,1,AFX-429,Low Down,main,0.8,-2,0,157.1,0,157.1,157.1,0.0
M-SANDSKITTER-4,Death Omen,3,2,1,AFX-020,Creak 3,quiet,0.4,-3,180,91.6,200,271.6,71.6,-20.0
M-SANDSKITTER-4,Death Omen,3,3,1,AFX-526,Low Frequency explosion 001,quiet,0.5,-2,300,77.4,260,377.4,117.4,40.0
M-DUNECOIL-1,Buried Fang,1,1,1,AFX-851,Sand spell,main,0.55,5,0,62.2,0,62.2,62.2,0.0
M-DUNECOIL-1,Buried Fang,1,2,1,AFX-113,Impact Metal medium 001,loud,0.55,-5,80,0.0,0,80.0,80.0,80.0
M-DUNECOIL-1,Buried Fang,2,1,1,AFX-851,Sand spell,main,0.55,0,0,83.0,0,83.0,83.0,0.0
M-DUNECOIL-1,Buried Fang,2,2,1,AFX-113,Impact Metal medium 001,loud,0.55,-5,90,0.0,100,90.0,-10.0,-10.0
M-DUNECOIL-1,Buried Fang,2,3,1,AFX-430,Low Random,quiet,0.5,-4,240,121.0,100,361.0,261.0,140.0
M-DUNECOIL-1,Buried Fang,3,1,1,AFX-851,Sand spell,main,0.55,-4,0,104.6,0,104.6,104.6,0.0
M-DUNECOIL-1,Buried Fang,3,2,1,AFX-113,Impact Metal medium 001,loud,0.55,-5,100,0.0,100,100.0,0.0,0.0
M-DUNECOIL-1,Buried Fang,3,3,1,AFX-430,Low Random,quiet,0.5,-5,240,128.1,200,368.1,168.1,40.0
M-DUNECOIL-1,Buried Fang,3,4,1,AFX-843,Gravel,quiet,0.5,-4,320,76.9,200,396.9,196.9,120.0
M-DUNECOIL-2,Constrict,1,1,1,AFX-014,Cloth 3,main,0.8,-3,0,71.4,0,71.4,71.4,0.0
M-DUNECOIL-2,Constrict,2,1,1,AFX-014,Cloth 3,main,0.8,-3,0,71.4,0,71.4,71.4,0.0
M-DUNECOIL-2,Constrict,2,2,1,AFX-152,Impact Soft heavy 000,quiet,0.5,-3,170,1.2,140,171.2,31.2,30.0
M-DUNECOIL-2,Constrict,3,1,1,AFX-014,Cloth 3,main,0.8,-3,0,71.4,0,71.4,71.4,0.0
M-DUNECOIL-2,Constrict,3,2,1,AFX-152,Impact Soft heavy 000,quiet,0.5,-3,170,1.2,140,171.2,31.2,30.0
M-DUNECOIL-2,Constrict,3,3,1,AFX-526,Low Frequency explosion 001,quiet,0.5,-3,300,82.1,200,382.1,182.1,100.0
M-DUNECOIL-3,Ambush Strike,1,1,1,AFX-151,Impact Punch medium 004,main,0.7,-3,0,27.4,0,27.4,27.4,0.0
M-DUNECOIL-3,Ambush Strike,2,1,1,AFX-151,Impact Punch medium 004,main,0.7,-3,0,27.4,0,27.4,27.4,0.0
M-DUNECOIL-3,Ambush Strike,2,2,1,AFX-843,Gravel,quiet,0.5,-3,160,72.5,140,232.5,92.5,20.0
M-DUNECOIL-3,Ambush Strike,3,1,1,AFX-151,Impact Punch medium 004,main,0.7,-3,0,27.4,0,27.4,27.4,0.0
M-DUNECOIL-3,Ambush Strike,3,2,1,AFX-843,Gravel,quiet,0.5,-3,160,72.5,140,232.5,92.5,20.0
M-DUNECOIL-3,Ambush Strike,3,3,1,AFX-851,Sand spell,quiet,0.5,-1,300,87.9,240,387.9,147.9,60.0
M-DUNECOIL-4,Sand Swim,1,1,1,AFX-851,Sand spell,main,0.6,5,0,62.2,0,62.2,62.2,0.0
M-DUNECOIL-4,Sand Swim,2,1,1,AFX-851,Sand spell,main,0.6,0,0,83.0,0,83.0,83.0,0.0
M-DUNECOIL-4,Sand Swim,2,2,1,AFX-430,Low Random,quiet,0.45,-4,180,121.0,200,301.0,101.0,-20.0
M-DUNECOIL-4,Sand Swim,3,1,1,AFX-851,Sand spell,main,0.6,-3,0,98.7,0,98.7,98.7,0.0
M-DUNECOIL-4,Sand Swim,3,2,1,AFX-430,Low Random,quiet,0.45,-4,180,121.0,200,301.0,101.0,-20.0
M-DUNECOIL-4,Sand Swim,3,3,1,AFX-843,Gravel,quiet,0.5,-4,300,76.9,280,376.9,96.9,20.0
M-FATA-1,Dream of Water,1,1,1,AFX-444,Phaser Down 3,main,0.9,-5,0,114.8,0,114.8,114.8,0.0
M-FATA-1,Dream of Water,1,2,1,AFX-013,Cloth 2,quiet,0.5,-4,140,132.3,0,272.3,272.3,140.0
M-FATA-1,Dream of Water,2,1,1,AFX-444,Phaser Down 3,main,0.9,-5,0,114.8,0,114.8,114.8,0.0
M-FATA-1,Dream of Water,2,2,1,AFX-013,Cloth 2,quiet,0.5,-4,140,132.3,160,272.3,112.3,-20.0
M-FATA-1,Dream of Water,2,3,1,AFX-851,Sand spell,loud,0.55,5,280,62.2,160,342.2,182.2,120.0
M-FATA-1,Dream of Water,3,1,1,AFX-444,Phaser Down 3,main,0.9,-5,0,114.8,0,114.8,114.8,0.0
M-FATA-1,Dream of Water,3,2,1,AFX-013,Cloth 2,quiet,0.5,-4,140,132.3,160,272.3,112.3,-20.0
M-FATA-1,Dream of Water,3,3,1,AFX-851,Sand spell,loud,0.55,-1,280,87.9,300,367.9,67.9,-20.0
M-FATA-1,Dream of Water,3,4,1,AFX-843,Gravel,quiet,0.5,-4,340,76.9,300,416.9,116.9,40.0
M-FATA-2,Double Image,1,1,1,AFX-148,Impact Punch medium 001,main,0.7,-2,0,19.1,0,19.1,19.1,0.0
M-FATA-2,Double Image,1,1,2,AFX-148,Impact Punch medium 001,loud,0.7,-2,140,19.1,180,159.1,-20.9,-40.0
M-FATA-2,Double Image,2,1,1,AFX-148,Impact Punch medium 001,main,0.7,-2,0,19.1,0,19.1,19.1,0.0
M-FATA-2,Double Image,2,1,2,AFX-148,Impact Punch medium 001,loud,0.7,-2,140,19.1,160,159.1,-0.9,-20.0
M-FATA-2,Double Image,2,2,1,AFX-084,Impact Generic light 002,quiet,0.4,-1,160,0.0,160,160.0,0.0,0.0
M-FATA-2,Double Image,2,2,2,AFX-084,Impact Generic light 002,quiet,0.4,-1,300,0.0,200,300.0,100.0,100.0
M-FATA-2,Double Image,3,1,1,AFX-148,Impact Punch medium 001,main,0.7,-2,0,19.1,0,19.1,19.1,0.0
M-FATA-2,Double Image,3,1,2,AFX-148,Impact Punch medium 001,loud,0.7,-2,140,19.1,160,159.1,-0.9,-20.0
M-FATA-2,Double Image,3,2,1,AFX-084,Impact Generic light 002,quiet,0.4,-1,160,0.0,160,160.0,0.0,0.0
