Soul_ID,Line_ID,Gear_Slot,Scope,Rarity,Effect_S3
S-CENOTAPH-GLOVES,CENOTAPH,Gloves,Personal,Super Super Rare,Your buff-removal effects also deal 5% of target max HP.
S-CENOTAPH-FEET,CENOTAPH,Feet,Team,Super Super Rare,Allies take -5% damage while the enemy has no active buffs.
S-GLOOMCAP-HEAD,GLOOMCAP,Head,Personal,Common,Enemy debuffs you apply are +6% more potent.
S-GLOOMCAP-CHEST,GLOOMCAP,Chest,Local,Common,This armour's Defense ×1.35.
S-GLOOMCAP-GLOVES,GLOOMCAP,Gloves,Personal,Common,+5% Defense.
S-GLOOMCAP-FEET,GLOOMCAP,Feet,Team,Common,Fungal allies +5% Defense.
S-INKMANTLE-HEAD,INKMANTLE,Head,Personal,Common,Enemy buffs expire 1 turn sooner when you debuff them.
S-INKMANTLE-CHEST,INKMANTLE,Chest,Local,Common,This armour's Defense ×1.35.
S-INKMANTLE-GLOVES,INKMANTLE,Gloves,Personal,Common,+5% Defense.
S-INKMANTLE-FEET,INKMANTLE,Feet,Team,Common,Allies' Attack debuffs on enemies are +5% more potent.
S-VEINMOLD-HEAD,VEINMOLD,Head,Personal,Uncommon,Your Attack debuffs are +7% more potent.
S-VEINMOLD-CHEST,VEINMOLD,Chest,Personal,Uncommon,+6% HP.
S-VEINMOLD-GLOVES,VEINMOLD,Gloves,Personal,Uncommon,Your damage-over-time effects deal +7%.
S-VEINMOLD-FEET,VEINMOLD,Feet,Team,Uncommon,Fungal allies deal +6%.
S-SIBYL-HEAD,SIBYL,Head,Personal,Uncommon,The first hit against you each battle deals -10%.
S-SIBYL-CHEST,SIBYL,Chest,Local,Uncommon,This armour's Defense ×1.40.
S-SIBYL-GLOVES,SIBYL,Gloves,Personal,Uncommon,+6% Defense.
S-SIBYL-FEET,SIBYL,Feet,Team,Uncommon,Allies take -4% damage on the first turn.
S-VERTIGO-HEAD,VERTIGO,Head,Personal,Uncommon,+6% Attack vs targets with reduced Attack.
S-VERTIGO-CHEST,VERTIGO,Chest,Personal,Uncommon,+6% HP.
S-VERTIGO-GLOVES,VERTIGO,Gloves,Local,Uncommon,This item's Attack contribution ×1.40.
S-VERTIGO-FEET,VERTIGO,Feet,Team,Uncommon,Allies deal +5% vs targets with reduced Attack.
S-LAMPYRE-HEAD,LAMPYRE,Head,Personal,Rare,+6% Attack while untouched this battle.
S-LAMPYRE-CHEST,LAMPYRE,Chest,Personal,Rare,+6% HP.
S-LAMPYRE-GLOVES,LAMPYRE,Gloves,Local,Rare,This item's Attack contribution ×1.45.
S-LAMPYRE-FEET,LAMPYRE,Feet,Team,Rare,Allies take -4% damage on the first turn.
S-SPOREWHALE-HEAD,SPOREWHALE,Head,Personal,Rare,Debuffs on you expire 12% sooner.
S-SPOREWHALE-CHEST,SPOREWHALE,Chest,Local,Rare,This armour's Defense ×1.45.
S-SPOREWHALE-GLOVES,SPOREWHALE,Gloves,Personal,Rare,+7% Defense.
S-SPOREWHALE-FEET,SPOREWHALE,Feet,Team,Rare,Allies' debuffs expire 10% sooner.
S-RIFTANGLER-HEAD,RIFTANGLER,Head,Personal,Rare,+7% Attack vs targets with reduced Speed stages.
S-RIFTANGLER-CHEST,RIFTANGLER,Chest,Personal,Rare,+7% HP.
S-RIFTANGLER-GLOVES,RIFTANGLER,Gloves,Local,Rare,This item's Attack contribution ×1.45.
S-RIFTANGLER-FEET,RIFTANGLER,Feet,Team,Rare,Allies deal +5% vs targets with reduced Speed stages.
S-MYCELIUM-HEAD,MYCELIUM,Head,Team,Super Rare,Allies' healing received +7%.
S-MYCELIUM-CHEST,MYCELIUM,Chest,Local,Super Rare,This armour's Defense ×1.52.
S-MYCELIUM-GLOVES,MYCELIUM,Gloves,Personal,Super Rare,Your heals restore +12% more.
S-MYCELIUM-FEET,MYCELIUM,Feet,Team,Super Rare,Fungal allies +7% Defense and deal +5%.
S-KRAKEN-HEAD,KRAKEN,Head,Personal,Super Super Rare,+8% Attack vs debuffed targets.
S-KRAKEN-CHEST,KRAKEN,Chest,Local,Super Super Rare,This armour's Defense ×1.60.
S-KRAKEN-GLOVES,KRAKEN,Gloves,Personal,Super Super Rare,Your multi-hit and grip moves deal +10%.
S-KRAKEN-FEET,KRAKEN,Feet,Team,Super Super Rare,Allies +6% Defense.
S-CRYSTALWRAITH-HEAD,CRYSTALWRAITH,Head,Personal,Common,+4% Attack.
S-CRYSTALWRAITH-CHEST,CRYSTALWRAITH,Chest,Personal,Common,+5% HP.
S-CRYSTALWRAITH-GLOVES,CRYSTALWRAITH,Gloves,Personal,Common,Your bleed effects deal +6%.
S-CRYSTALWRAITH-FEET,CRYSTALWRAITH,Feet,Team,Common,Allies take -3% damage from multi-hit moves.
S-ASHBAT-HEAD,ASHBAT,Head,Personal,Common,Your attacks that heal you restore +10% more.
S-ASHBAT-CHEST,ASHBAT,Chest,Personal,Common,+5% HP.
S-ASHBAT-GLOVES,ASHBAT,Gloves,Local,Common,This item's Attack contribution ×1.35.
S-ASHBAT-FEET,ASHBAT,Feet,Team,Common,Enemy healing received -5% while any ally is Vampiric.
S-GEMBORN-HEAD,GEMBORN,Head,Personal,Uncommon,+6% Defense.
S-GEMBORN-CHEST,GEMBORN,Chest,Local,Uncommon,This armour's Defense ×1.40.
S-GEMBORN-GLOVES,GEMBORN,Gloves,Personal,Uncommon,Attackers that hit you take 4% of their damage back.
S-GEMBORN-FEET,GEMBORN,Feet,Team,Uncommon,Construct allies +5% Defense.
S-BLOODCARVER-HEAD,BLOODCARVER,Head,Personal,Uncommon,+6% Attack vs targets with a damage-over-time effect.
S-BLOODCARVER-CHEST,BLOODCARVER,Chest,Personal,Uncommon,+6% HP.
S-BLOODCARVER-GLOVES,BLOODCARVER,Gloves,Local,Uncommon,This item's Attack contribution ×1.40.
S-BLOODCARVER-FEET,BLOODCARVER,Feet,Team,Uncommon,Allies' bleed effects deal +5%.
S-SHATTERSPECTER-HEAD,SHATTERSPECTER,Head,Personal,Rare,+6% Defense.
S-SHATTERSPECTER-CHEST,SHATTERSPECTER,Chest,Local,Rare,This armour's Defense ×1.45.
S-SHATTERSPECTER-GLOVES,SHATTERSPECTER,Gloves,Personal,Rare,Your multi-hit moves deal +8%.
S-SHATTERSPECTER-FEET,SHATTERSPECTER,Feet,Team,Rare,"Allies take -4% damage from multi-hit moves."
S-VOIDHOUND-HEAD,VOIDHOUND,Head,Personal,Rare,+7% Attack vs targets below 50% HP.
S-VOIDHOUND-CHEST,VOIDHOUND,Chest,Personal,Rare,+6% HP.
S-VOIDHOUND-GLOVES,VOIDHOUND,Gloves,Local,Rare,This item's Attack contribution ×1.45.
S-VOIDHOUND-FEET,VOIDHOUND,Feet,Team,Rare,Allies deal +5% vs targets below 50% HP.
S-DOPPELGANGER-HEAD,DOPPELGANGER,Head,Personal,Rare,+6% Attack vs targets with any active buff.
S-DOPPELGANGER-CHEST,DOPPELGANGER,Chest,Personal,Rare,+6% HP.
S-DOPPELGANGER-GLOVES,DOPPELGANGER,Gloves,Personal,Rare,"Your buff-steal and buff-removal effects also grant you +5% Attack, 1t."
S-DOPPELGANGER-FEET,DOPPELGANGER,Feet,Team,Rare,Allies deal +4% vs buffed targets.
S-NOSFERATU-HEAD,NOSFERATU,Head,Personal,Super Rare,Your attacks that heal you restore +12% more.
S-NOSFERATU-CHEST,NOSFERATU,Chest,Local,Super Rare,This armour's Defense ×1.52.
S-NOSFERATU-GLOVES,NOSFERATU,Gloves,Local,Super Rare,This item's Attack contribution ×1.52.
S-NOSFERATU-FEET,NOSFERATU,Feet,Team,Super Rare,Vampiric allies' attacks that heal them restore +7% more.
S-PHYLACTERY-HEAD,PHYLACTERY,Head,Personal,Super Rare,+7% Defense.
S-PHYLACTERY-CHEST,PHYLACTERY,Chest,Local,Super Rare,This armour's Defense ×1.52.
S-PHYLACTERY-GLOVES,PHYLACTERY,Gloves,Personal,Super Rare,Your debuffs last +1 turn.
S-PHYLACTERY-FEET,PHYLACTERY,Feet,Team,Super Rare,The first ally to drop below 25% HP each battle takes -8% damage for 2t.
S-SPECULUM-HEAD,SPECULUM,Head,Personal,Super Super Rare,Enemy Attack debuffs you apply are +8% more potent.
S-SPECULUM-CHEST,SPECULUM,Chest,Personal,Super Super Rare,"+8% HP."
S-SPECULUM-GLOVES,SPECULUM,Gloves,Personal,Super Super Rare,Your buff-copy and buff-steal effects last +1 turn.
S-SPECULUM-FEET,SPECULUM,Feet,Team,Super Super Rare,Allies take -5% damage from Spectral and Horror enemies.
S-CINDERSHARD-HEAD,CINDERSHARD,Head,Personal,Common,+5% Defense.
S-CINDERSHARD-CHEST,CINDERSHARD,Chest,Local,Common,This armour's Defense ×1.35.
S-CINDERSHARD-GLOVES,CINDERSHARD,Gloves,Personal,Common,Attackers that hit you take 4% of their damage back.
S-CINDERSHARD-FEET,CINDERSHARD,Feet,Team,Common,Allies' bleed effects deal +4%.
S-ASHWALKER-HEAD,ASHWALKER,Head,Personal,Common,Debuffs on you expire 10% sooner.
S-ASHWALKER-CHEST,ASHWALKER,Chest,Local,Common,This armour's Defense ×1.35.
S-ASHWALKER-GLOVES,ASHWALKER,Gloves,Personal,Common,+5% Defense.
S-ASHWALKER-FEET,ASHWALKER,Feet,Team,Common,Allies take -3% damage from damage-over-time.
S-MOLOCH-HEAD,MOLOCH,Head,Personal,Uncommon,+6% Defense.
S-MOLOCH-CHEST,MOLOCH,Chest,Local,Uncommon,This armour's Defense ×1.40.
S-MOLOCH-GLOVES,MOLOCH,Gloves,Personal,Uncommon,Attackers that hit you take 5% of their damage back.
S-MOLOCH-FEET,MOLOCH,Feet,Team,Uncommon,Construct allies +5% Defense.
S-BLAZEWYRM-HEAD,BLAZEWYRM,Head,Personal,Uncommon,Your burn-type effects are +7% more potent.
S-BLAZEWYRM-CHEST,BLAZEWYRM,Chest,Personal,Uncommon,+5% HP.
S-BLAZEWYRM-GLOVES,BLAZEWYRM,Gloves,Local,Uncommon,This item's Attack contribution ×1.40.
S-BLAZEWYRM-FEET,BLAZEWYRM,Feet,Team,Uncommon,Allies' burn-type effects deal +5%.
S-INFERNOCHIMERA-HEAD,INFERNOCHIMERA,Head,Personal,Rare,+6% Attack while you have a damage-over-time on the enemy.
S-INFERNOCHIMERA-CHEST,INFERNOCHIMERA,Chest,Local,Rare,This armour's Defense ×1.45.
S-INFERNOCHIMERA-GLOVES,INFERNOCHIMERA,Gloves,Personal,Rare,Your multi-hit moves deal +8%.
S-INFERNOCHIMERA-FEET,INFERNOCHIMERA,Feet,Team,Rare,Allies' damage-over-time effects deal +5%.
S-FERRODRAKE-HEAD,FERRODRAKE,Head,Personal,Super Rare,+7% Defense.
S-FERRODRAKE-CHEST,FERRODRAKE,Chest,Local,Super Rare,This armour's Defense ×1.52.
S-FERRODRAKE-GLOVES,FERRODRAKE,Gloves,Personal,Super Rare,Attackers that hit you take 5% of their damage back.
S-FERRODRAKE-FEET,FERRODRAKE,Feet,Team,Super Rare,Construct allies +6% Defense.
S-IGNIFER-HEAD,IGNIFER,Head,Personal,Super Rare,+7% Attack while below 50% HP.
S-IGNIFER-CHEST,IGNIFER,Chest,Personal,Super Rare,+7% HP.
S-IGNIFER-GLOVES,IGNIFER,Gloves,Local,Super Rare,This item's Attack contribution ×1.52.
S-IGNIFER-FEET,IGNIFER,Feet,Team,Super Rare,Allies' burn-type effects last +1 turn.
S-VIGIL-HEAD,VIGIL,Head,Personal,Super Rare,+7% Defense while you did not attack last turn.
S-VIGIL-CHEST,VIGIL,Chest,Local,Super Rare,This armour's Defense ×1.52.
S-VIGIL-GLOVES,VIGIL,Gloves,Personal,Super Rare,+7% Attack the turn after an ally was damaged.
S-VIGIL-FEET,VIGIL,Feet,Team,Super Rare,Allies take -5% damage while you are above 50% HP.
S-PYRIEL-HEAD,PYRIEL,Head,Personal,Super Super Rare,Your damage-over-time effects are +10% more potent.
S-PYRIEL-CHEST,PYRIEL,Chest,Personal,Super Super Rare,+9% HP.
S-PYRIEL-GLOVES,PYRIEL,Gloves,Local,Super Super Rare,This item's Attack contribution ×1.60.
S-PYRIEL-FEET,PYRIEL,Feet,Team,Super Super Rare,Elemental and Demon allies deal +7%.
S-DEMIURGE-HEAD,DEMIURGE,Head,Personal,Super Super Rare,+8% Attack vs debuffed targets.
S-DEMIURGE-CHEST,DEMIURGE,Chest,Local,Super Super Rare,This armour's Defense ×1.60.
S-DEMIURGE-GLOVES,DEMIURGE,Gloves,Personal,Super Super Rare,Your debuffs are +10% more potent.
S-DEMIURGE-FEET,DEMIURGE,Feet,Team,Super Super Rare,Allies' debuffs on enemies are +6% more potent.
