Id,Name,Group,File,Seconds,KB,Centroid_Hz,Over3k_Pct,Peak_dBFS,Pack,Licence,Licence_URL,Attribution,Source_URL,Used_In,Candidate,LUFS,Play_Peak_dBFS,Onset_Ms
AFX-224,Maximize 003,ui,assets/afx/interface-sounds/maximize-003.ogg,0.21,11,6218,90.55,-0.8,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-17.2,-0.9,129
AFX-225,Maximize 004,ui,assets/afx/interface-sounds/maximize-004.ogg,0.42,17,10108,85.79,-0.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-11.7,-0.9,73
AFX-226,Maximize 005,ui,assets/afx/interface-sounds/maximize-005.ogg,0.53,20,7033,95.39,-0.6,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-15.1,-0.8,450
AFX-227,Maximize 006,ui,assets/afx/interface-sounds/maximize-006.ogg,0.38,11,344,0.00,-0.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-14.9,-0.9,0
AFX-228,Maximize 007,ui,assets/afx/interface-sounds/maximize-007.ogg,0.19,8,2307,0.12,-1.0,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-10.9,-1.0,0
AFX-229,Maximize 008,ui,assets/afx/interface-sounds/maximize-008.ogg,0.23,9,345,0.00,-0.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-13.5,-0.9,14
AFX-230,Maximize 009,ui,assets/afx/interface-sounds/maximize-009.ogg,0.22,7,1255,0.00,-0.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-9.9,-0.9,5
AFX-231,Minimize 001,ui,assets/afx/interface-sounds/minimize-001.ogg,0.26,12,4416,93.60,-0.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-9.7,-0.9,0
AFX-232,Minimize 002,ui,assets/afx/interface-sounds/minimize-002.ogg,0.26,9,4717,89.43,-0.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-7.1,-0.9,0
AFX-233,Minimize 003,ui,assets/afx/interface-sounds/minimize-003.ogg,0.21,11,6305,90.88,-1.0,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-17.2,-0.9,0
AFX-234,Minimize 004,ui,assets/afx/interface-sounds/minimize-004.ogg,0.42,17,10081,83.08,-0.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-11.7,-0.9,19
AFX-235,Minimize 005,ui,assets/afx/interface-sounds/minimize-005.ogg,0.53,19,7073,95.61,-0.6,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-14.8,-0.8,13
AFX-236,Minimize 006,ui,assets/afx/interface-sounds/minimize-006.ogg,0.38,11,343,0.00,-1.0,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-14.9,-1.0,75
AFX-237,Minimize 007,ui,assets/afx/interface-sounds/minimize-007.ogg,0.19,7,2449,0.66,-1.3,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-11.5,-1.3,82
AFX-238,Minimize 008,ui,assets/afx/interface-sounds/minimize-008.ogg,0.23,9,348,0.00,-0.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-13.5,-0.9,46
AFX-239,Minimize 009,ui,assets/afx/interface-sounds/minimize-009.ogg,0.22,7,1276,0.00,-0.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-9.9,-0.9,85
AFX-240,Open 001,ui,assets/afx/interface-sounds/open-001.ogg,0.15,10,11969,97.82,-0.7,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-12.2,-1.4,37
AFX-241,Open 002,ui,assets/afx/interface-sounds/open-002.ogg,0.31,15,7941,84.86,-1.0,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-13.4,-2.1,80
AFX-242,Open 003,ui,assets/afx/interface-sounds/open-003.ogg,0.31,15,10114,91.78,0.0,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-12.3,-0.5,74
AFX-243,Open 004,ui,assets/afx/interface-sounds/open-004.ogg,0.32,16,12525,96.03,-0.8,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-14.6,-1.6,180
AFX-244,Pluck 001,ui,assets/afx/interface-sounds/pluck-001.ogg,0.10,6,2023,13.25,3.4,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-15.4,0.0,0
AFX-245,Pluck 002,ui,assets/afx/interface-sounds/pluck-002.ogg,0.16,7,2047,9.49,4.0,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-16.5,1.0,0
AFX-246,Question 001,ui,assets/afx/interface-sounds/question-001.ogg,0.49,11,1479,0.00,-0.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-9.6,-0.9,42
AFX-247,Question 002,ui,assets/afx/interface-sounds/question-002.ogg,0.33,9,752,0.00,-0.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-10.4,-0.9,12
AFX-248,Question 003,ui,assets/afx/interface-sounds/question-003.ogg,0.33,8,2148,1.01,-0.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-7.5,-0.9,12
AFX-249,Question 004,ui,assets/afx/interface-sounds/question-004.ogg,0.33,10,492,0.00,-0.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-10.7,-0.9,13
AFX-250,Scratch 001,ui,assets/afx/interface-sounds/scratch-001.ogg,0.14,9,4673,54.17,-0.8,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-9.5,-1.1,0
AFX-251,Scratch 002,ui,assets/afx/interface-sounds/scratch-002.ogg,0.14,9,6101,91.81,-1.0,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-8.5,-1.0,0
AFX-252,Scratch 003,ui,assets/afx/interface-sounds/scratch-003.ogg,0.12,9,12245,72.10,-0.6,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-16.8,-2.8,0
AFX-253,Scratch 004,ui,assets/afx/interface-sounds/scratch-004.ogg,0.33,16,4490,49.73,-1.0,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-17.9,-1.2,3
AFX-254,Scratch 005,ui,assets/afx/interface-sounds/scratch-005.ogg,0.33,15,4846,71.32,-0.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-12.4,-1.1,0
AFX-255,Scroll 001,ui,assets/afx/interface-sounds/scroll-001.ogg,1.00,21,8937,80.81,0.2,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-18.9,0.6,0
AFX-256,Scroll 002,ui,assets/afx/interface-sounds/scroll-002.ogg,1.00,24,530,0.32,-0.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-22.7,-0.9,0
AFX-257,Scroll 003,ui,assets/afx/interface-sounds/scroll-003.ogg,1.00,29,1454,11.45,-0.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-20.9,-0.9,0
AFX-258,Scroll 004,ui,assets/afx/interface-sounds/scroll-004.ogg,1.00,20,4003,46.88,-0.6,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-17.0,-0.6,0
AFX-259,Scroll 005,ui,assets/afx/interface-sounds/scroll-005.ogg,1.00,20,2951,30.61,-1.0,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-15.4,-0.9,0
AFX-260,Select 001,ui,assets/afx/interface-sounds/select-001.ogg,0.04,5,2380,31.60,1.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-11.8,-1.1,0
AFX-261,Select 002,ui,assets/afx/interface-sounds/select-002.ogg,0.04,5,1198,18.67,2.1,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-12.4,-0.9,0
AFX-262,Select 003,ui,assets/afx/interface-sounds/select-003.ogg,0.38,7,3025,17.81,-0.8,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-15.8,-0.8,15
AFX-263,Select 004,ui,assets/afx/interface-sounds/select-004.ogg,0.38,7,1980,14.74,-0.7,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-17.0,-0.8,15
AFX-264,Select 005,ui,assets/afx/interface-sounds/select-005.ogg,0.38,7,1268,0.87,-1.3,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-17.9,-1.3,15
AFX-265,Select 006,ui,assets/afx/interface-sounds/select-006.ogg,1.94,8,536,0.04,-0.8,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-16.2,-0.8,34
AFX-266,Select 007,ui,assets/afx/interface-sounds/select-007.ogg,0.05,6,3239,31.89,-0.2,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-12.4,-0.3,0
AFX-267,Select 008,ui,assets/afx/interface-sounds/select-008.ogg,0.05,6,8965,91.44,-2.5,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-16.5,-1.9,0
AFX-268,Switch 001,ui,assets/afx/interface-sounds/switch-001.ogg,0.62,7,4276,96.03,2.0,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-19.7,-1.0,0
AFX-269,Switch 002,ui,assets/afx/interface-sounds/switch-002.ogg,0.61,7,969,1.32,2.1,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-21.8,-0.9,0
AFX-270,Switch 003,ui,assets/afx/interface-sounds/switch-003.ogg,0.50,9,233,0.82,2.1,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-19.2,-0.9,0
AFX-271,Switch 004,ui,assets/afx/interface-sounds/switch-004.ogg,0.50,7,1107,14.09,2.2,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-22.2,-0.8,0
AFX-272,Switch 005,ui,assets/afx/interface-sounds/switch-005.ogg,0.61,8,137,0.92,0.7,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-22.6,-1.0,0
AFX-273,Switch 006,ui,assets/afx/interface-sounds/switch-006.ogg,0.61,8,319,1.44,-1.8,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-22.4,-0.9,0
AFX-274,Switch 007,ui,assets/afx/interface-sounds/switch-007.ogg,0.61,8,833,0.39,0.3,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-21.3,-1.0,0
AFX-275,Tick 001,ui,assets/afx/interface-sounds/tick-001.ogg,0.02,4,4733,68.61,0.5,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-16.4,-0.4,0
AFX-276,Tick 002,ui,assets/afx/interface-sounds/tick-002.ogg,0.02,4,4541,67.26,1.1,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-14.5,0.1,0
AFX-277,Tick 004,ui,assets/afx/interface-sounds/tick-004.ogg,0.05,5,3317,87.05,-0.8,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-12.6,-0.8,30
AFX-278,Toggle 001,ui,assets/afx/interface-sounds/toggle-001.ogg,0.14,7,2287,12.49,-0.9,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,pen_start.ogg,,-12.2,-1.0,0
AFX-279,Toggle 002,ui,assets/afx/interface-sounds/toggle-002.ogg,0.14,8,2665,22.24,-1.0,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,pen_stop.ogg,,-9.4,-1.0,0
AFX-280,Toggle 003,ui,assets/afx/interface-sounds/toggle-003.ogg,0.14,8,7273,85.69,-0.7,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-11.5,-1.4,0
AFX-281,Toggle 004,ui,assets/afx/interface-sounds/toggle-004.ogg,0.07,7,3244,66.66,-1.0,Kenney Interface Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/interface-sounds,unassigned,,-13.8,-1.0,0
AFX-282,Click 1,ui,assets/afx/ui-audio/click1.ogg,0.09,5,1193,12.48,0.2,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-20.8,-1.4,14
AFX-283,Click 2,ui,assets/afx/ui-audio/click2.ogg,0.06,5,390,2.09,0.6,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-15.5,-1.2,10
AFX-284,Click 3,ui,assets/afx/ui-audio/click3.ogg,0.09,5,2671,23.57,1.9,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-22.4,-0.8,27
AFX-285,Click 4,ui,assets/afx/ui-audio/click4.ogg,0.04,4,4575,58.69,1.1,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-12.7,-0.6,8
AFX-286,Click 5,ui,assets/afx/ui-audio/click5.ogg,0.03,4,3468,34.16,-2.1,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-13.5,-1.9,9
AFX-287,Mouseclick 1,ui,assets/afx/ui-audio/mouseclick1.ogg,0.06,5,8705,100.00,-1.0,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-17.6,-1.9,14
AFX-288,Mouserelease 1,ui,assets/afx/ui-audio/mouserelease1.ogg,0.07,5,10313,100.00,-2.0,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-18.8,-1.6,25
AFX-289,Rollover 1,ui,assets/afx/ui-audio/rollover1.ogg,0.23,6,3949,59.96,1.9,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-20.3,-0.1,59
AFX-290,Rollover 2,ui,assets/afx/ui-audio/rollover2.ogg,0.06,5,2001,8.74,1.0,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-19.9,-1.7,23
AFX-291,Rollover 3,ui,assets/afx/ui-audio/rollover3.ogg,0.07,5,5429,68.95,0.7,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-11.6,-0.8,4
AFX-292,Rollover 4,ui,assets/afx/ui-audio/rollover4.ogg,0.11,5,1278,8.36,-1.9,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-19.6,-1.4,63
AFX-293,Rollover 5,ui,assets/afx/ui-audio/rollover5.ogg,0.11,5,890,3.00,-1.5,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-20.9,-1.3,20
AFX-294,Rollover 6,ui,assets/afx/ui-audio/rollover6.ogg,0.17,5,119,0.00,-7.8,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-16.4,-1.6,24
AFX-295,Switch 1,ui,assets/afx/ui-audio/switch1.ogg,0.31,6,5144,79.52,3.6,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-19.4,0.9,77
AFX-296,Switch 10,ui,assets/afx/ui-audio/switch10.ogg,0.37,6,2626,24.65,1.6,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-23.8,-0.9,117
AFX-297,Switch 11,ui,assets/afx/ui-audio/switch11.ogg,0.30,6,1822,13.38,2.1,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-22.9,-0.8,86
AFX-298,Switch 12,ui,assets/afx/ui-audio/switch12.ogg,0.05,4,4459,36.06,0.9,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-15.6,-1.2,7
AFX-299,Switch 13,ui,assets/afx/ui-audio/switch13.ogg,0.03,4,7174,96.39,0.6,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-12.4,-1.3,5
AFX-300,Switch 14,ui,assets/afx/ui-audio/switch14.ogg,0.03,4,7417,94.73,2.1,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-13.0,-0.3,7
AFX-301,Switch 15,ui,assets/afx/ui-audio/switch15.ogg,0.26,6,3765,54.51,2.8,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-20.9,0.4,82
AFX-302,Switch 16,ui,assets/afx/ui-audio/switch16.ogg,0.36,7,4608,54.57,4.7,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-16.1,2.0,143
AFX-303,Switch 17,ui,assets/afx/ui-audio/switch17.ogg,0.33,7,2654,33.42,2.4,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-22.6,-0.2,104
AFX-304,Switch 18,ui,assets/afx/ui-audio/switch18.ogg,0.44,7,3364,50.04,4.5,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-17.2,1.8,135
AFX-305,Switch 19,ui,assets/afx/ui-audio/switch19.ogg,0.38,7,3635,47.15,2.1,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-22.4,-0.5,122
AFX-306,Switch 2,ui,assets/afx/ui-audio/switch2.ogg,0.30,6,5391,77.48,1.0,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-22.9,-1.4,47
AFX-307,Switch 20,ui,assets/afx/ui-audio/switch20.ogg,0.36,7,2752,27.64,2.0,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-24.3,-1.0,162
AFX-308,Switch 21,ui,assets/afx/ui-audio/switch21.ogg,0.41,7,2431,22.27,0.8,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-25.6,-1.3,172
AFX-309,Switch 22,ui,assets/afx/ui-audio/switch22.ogg,0.36,7,1857,14.96,3.4,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-20.5,0.9,97
AFX-310,Switch 23,ui,assets/afx/ui-audio/switch23.ogg,0.38,7,2422,22.23,3.6,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-19.0,0.6,150
AFX-311,Switch 24,ui,assets/afx/ui-audio/switch24.ogg,0.28,6,2704,26.21,1.6,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-22.4,-1.4,102
AFX-312,Switch 25,ui,assets/afx/ui-audio/switch25.ogg,0.38,7,2241,16.41,3.3,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-21.6,0.9,180
AFX-313,Switch 26,ui,assets/afx/ui-audio/switch26.ogg,0.23,6,3546,33.51,3.0,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-20.2,0.3,56
AFX-314,Switch 27,ui,assets/afx/ui-audio/switch27.ogg,0.28,6,3226,36.64,3.1,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-19.1,0.5,93
AFX-315,Switch 28,ui,assets/afx/ui-audio/switch28.ogg,0.20,6,3232,48.01,1.8,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-19.1,-0.8,61
AFX-316,Switch 29,ui,assets/afx/ui-audio/switch29.ogg,0.31,7,6523,81.07,2.0,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-24.4,-0.8,115
AFX-317,Switch 3,ui,assets/afx/ui-audio/switch3.ogg,0.37,6,7005,91.37,4.0,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-19.3,1.4,54
AFX-318,Switch 30,ui,assets/afx/ui-audio/switch30.ogg,0.36,7,2968,40.17,3.0,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-19.0,0.7,171
AFX-319,Switch 31,ui,assets/afx/ui-audio/switch31.ogg,0.44,8,5315,63.05,5.1,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-18.3,2.5,150
AFX-320,Switch 32,ui,assets/afx/ui-audio/switch32.ogg,0.44,8,3504,38.63,5.7,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-18.1,3.0,120
AFX-321,Switch 33,ui,assets/afx/ui-audio/switch33.ogg,0.51,8,5813,77.29,0.5,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-22.8,-1.9,167
AFX-322,Switch 34,ui,assets/afx/ui-audio/switch34.ogg,0.46,8,5485,72.98,1.6,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-23.0,-1.2,115
AFX-323,Switch 35,ui,assets/afx/ui-audio/switch35.ogg,0.33,7,7860,67.56,0.1,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-23.4,-2.9,120
AFX-324,Switch 36,ui,assets/afx/ui-audio/switch36.ogg,0.31,6,6708,74.07,1.9,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-23.8,-0.9,127
AFX-325,Switch 37,ui,assets/afx/ui-audio/switch37.ogg,0.31,7,9211,91.51,2.1,Kenney UI Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/ui-audio,unassigned,,-24.5,-0.6,137
